Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
07:04:22:43.345,61,0.0854174495,0.4173972607,0.1594110876,0.0000000000,0.0000000000,0.0413737893,0.0000000000,0.0851004720,0.4193660617,0.0000000000,0.0299191345,0.0000000000,0.0413737670,0.0000000000,0.0103587443,0.0142022846,0.0000000000,0.0393824168,0.0402569361,0.0193419289,0.2066175044,0.0000000000,0.0046440759,0.0599452332,0.0751172602,0.0000000000,0.0000000000,0.0469032712,0.0516253524,0.1046106517,0.1047947183,0.0923798978,0.0166809484,0.2715873122,0.1842622012,0.0887108594,0.0870957226,0.0895567462,0.0896829590,0.0225860886,0.0248813741,0.4697495401,0.4694280624,0.1613199711,0.0000000000,0.0000000000,0.0325507522,0.0447500832,0.0520301983,0.1205970719,0.1254365295,0.0000000006,0.0676882416,0.0389092267,0.0291925538,0.0176800583,0.2562171519,0.0046314597,0.0942209437,0.2561349571,0.0246337838
07:04:22:44.346,61,0.0852139369,0.4177888930,0.1598740965,0.0000000000,0.0000000000,0.0414252877,0.0000000000,0.0849009752,0.4197682738,0.0000000000,0.0303797573,0.0000000000,0.0414252654,0.0000000000,0.0103011290,0.0142838173,0.0000000000,0.0390131474,0.0398606695,0.0191256870,0.2051181048,0.0000000000,0.0045634997,0.0601756610,0.0756335780,0.0000000000,0.0000000000,0.0466738865,0.0513650253,0.1039982736,0.1039414108,0.0914020836,0.0166081116,0.2699121833,0.1830739528,0.0879046097,0.0863224193,0.0886463895,0.0887597129,0.0224105231,0.0246994924,0.4681659639,0.4678457677,0.1595463306,0.0000000000,0.0000000000,0.0323657170,0.0444470905,0.0516851656,0.1198156253,0.1246222481,0.0000000009,0.0686605498,0.0420035049,0.0306898393,0.0179510973,0.2564641833,0.0047071902,0.0944886282,0.2563818991,0.0247284155
07:04:22:45.346,61,0.0851053223,0.4175307453,0.1595630050,0.0000000000,0.0000000000,0.0414055400,0.0000000000,0.0847935453,0.4195029140,0.0000000000,0.0300910585,0.0000000000,0.0414055064,0.0000000000,0.0102231083,0.0143189551,0.0000000000,0.0386267528,0.0394696333,0.0189326834,0.2040332556,0.0000000000,0.0045557115,0.0604640990,0.0761862025,0.0000000000,0.0000000000,0.0463312306,0.0510015674,0.1032655686,0.1031870842,0.0897240639,0.0164995678,0.2687182426,0.1817925423,0.0856455490,0.0840735137,0.0868910179,0.0871592760,0.0222308896,0.0245115776,0.4610629082,0.4607578516,0.1583865881,0.0000000000,0.0000000000,0.0321944132,0.0440989099,0.0512795821,0.1190746129,0.1238379478,0.0000000008,0.0703478456,0.0448499992,0.0317827314,0.0177812632,0.2563011944,0.0046595652,0.0943087041,0.2562189996,0.0246651024
07:04:22:46.347,61,0.0850851759,0.4170238972,0.1590164602,0.0000000000,0.0000000000,0.0413770340,0.0000000000,0.0847698376,0.4189832807,0.0000000000,0.0295873806,0.0000000000,0.0413770005,0.0000000000,0.0101511478,0.0143524101,0.0000000000,0.0382513776,0.0390940905,0.0187075045,0.1975038648,0.0000000000,0.0045160600,0.0620142967,0.0796608254,0.0000000000,0.0000000000,0.0460914783,0.0507380813,0.1026227698,0.1024922878,0.0888381451,0.0164425746,0.2656692863,0.1779535711,0.0841511562,0.0825792030,0.0860024393,0.0863295794,0.0220153313,0.0242873617,0.4582969546,0.4579940140,0.1569867432,0.0000000000,0.0000000000,0.0319365673,0.0437392332,0.0508632436,0.1183813587,0.1230957508,0.0000000008,0.0715908781,0.0472044088,0.0332556032,0.0174850877,0.2559823692,0.0045760050,0.0939933434,0.2559002042,0.0245509427
07:04:22:47.348,61,0.0854204297,0.4175335765,0.1582937837,0.0000000000,0.0000000000,0.0414351523,0.0000000000,0.0851087049,0.4194806814,0.0000000000,0.0288988724,0.0000000000,0.0414351150,0.0000000000,0.0100794192,0.0144044962,0.0000000000,0.0379411913,0.0387871303,0.0185391568,0.1959632635,0.0000000000,0.0045771045,0.0623460114,0.0806243196,0.0000000000,0.0000000000,0.0458053648,0.0504263304,0.1020159051,0.1018398851,0.0881431624,0.0163571816,0.2649565637,0.1768146604,0.0832860321,0.0817113519,0.0853524208,0.0857232586,0.0218965560,0.0241685007,0.4592201710,0.4589262903,0.1564521492,0.0000000000,0.0000000000,0.0317327604,0.0434926003,0.0505865999,0.1180338785,0.1227104366,0.0000000009,0.0725359023,0.0493178405,0.0352376290,0.0170768499,0.2562843561,0.0044746879,0.0935586244,0.2562022507,0.0244679134
07:04:22:48.349,61,0.0854743421,0.4176853895,0.1554796100,0.0000000000,0.0000000000,0.0414220281,0.0000000000,0.0851647630,0.4195781052,0.0000000000,0.0261177532,0.0000000000,0.0414219834,0.0000000000,0.0100313826,0.0144177461,0.0000000000,0.0377124697,0.0385814048,0.0184513163,0.1953606308,0.0000000000,0.0046759737,0.0629284829,0.0816830769,0.0000000000,0.0000000000,0.0456397794,0.0502513535,0.1015615016,0.1013526246,0.0878754705,0.0163016301,0.2650604546,0.1763518900,0.0828026831,0.0812346786,0.0852662101,0.0856671408,0.0218542945,0.0241405386,0.4709463120,0.4706977606,0.1564897150,0.0000000000,0.0000000000,0.0315468423,0.0433155037,0.0503832214,0.1180800274,0.1227214560,0.0000000004,0.0731650367,0.0511851758,0.0369929299,0.0154332044,0.2563368976,0.0040449067,0.0918934345,0.2562548220,0.0240389835
07:04:22:49.349,61,0.0860508010,0.4187955856,0.1490700096,0.0000000000,0.0000000000,0.0415354781,0.0000000000,0.0857226029,0.4205672443,0.0000000000,0.0197740868,0.0000000000,0.0415354334,0.0000000000,0.0099972133,0.0145007083,0.0000000000,0.0374962166,0.0383710042,0.0183771234,0.1953053474,0.0000000000,0.0047083967,0.0630857870,0.0821379274,0.0000000000,0.0000000000,0.0454653054,0.0500496142,0.1011533961,0.1008496806,0.0877026320,0.0162341539,0.2706220448,0.1771115661,0.0826997533,0.0811289772,0.0851034224,0.0855488703,0.0218639988,0.0241684169,0.4794758260,0.4792341292,0.1563438475,0.0000000000,0.0000000000,0.0314190388,0.0431868620,0.0502482764,0.1182492748,0.1228265613,0.0000000004,0.0717793107,0.0532828756,0.0395907015,0.0116828382,0.2569278479,0.0030694071,0.0880902037,0.2568459511,0.0231026132
07:04:22:50.349,61,0.0861988515,0.4172740281,0.1469621062,0.0000000000,0.0000000000,0.0417144895,0.0000000000,0.0858722553,0.4189993441,0.0000000000,0.0177366734,0.0000000000,0.0417144448,0.0000000000,0.0099440906,0.0145860771,0.0000000000,0.0373301432,0.0382290930,0.0183470622,0.2008092254,0.0000000000,0.0048268125,0.0632868186,0.0825922787,0.0000000000,0.0000000000,0.0452287830,0.0497940704,0.1005785391,0.1002307758,0.0872870460,0.0161599219,0.2723481655,0.1774248630,0.0824597180,0.0808963254,0.0848910585,0.0853800848,0.0218563937,0.0241737533,0.4827376306,0.4825021625,0.1560903788,0.0000000000,0.0000000000,0.0313542485,0.0430867299,0.0501575433,0.1183214709,0.1228219569,0.0000000005,0.0690267310,0.0545349792,0.0419760495,0.0104817376,0.2559665442,0.0027430898,0.0868659094,0.2558845282,0.0226933602
07:04:22:51.350,61,0.0860673115,0.4139331281,0.1433425397,0.0000000000,0.0000000000,0.0421252586,0.0000000000,0.0857393369,0.4155772626,0.0000000000,0.0142583447,0.0000000000,0.0421252176,0.0000000000,0.0099010384,0.0147380028,0.0000000000,0.0372907519,0.0382459015,0.0184513163,0.2124470770,0.0000000000,0.0048851925,0.0634374470,0.0829126537,0.0000000000,0.0000000000,0.0449822843,0.0495212935,0.1002061442,0.0997902155,0.0869500041,0.0160991736,0.2735365331,0.1776745021,0.0819819272,0.0804250538,0.0849561840,0.0854900554,0.0218751114,0.0242020600,0.4910733402,0.4908415973,0.1561125666,0.0000000000,0.0000000000,0.0313845202,0.0431082919,0.0502010100,0.1187498569,0.1231539622,0.0000000007,0.0675881356,0.0558148287,0.0435258374,0.0084307659,0.2538709641,0.0021874958,0.0847718194,0.2537887096,0.0219583958
07:04:22:52.350,61,0.0863792002,0.4117112756,0.1378635168,0.0000000000,0.0000000000,0.0426383652,0.0000000000,0.0860538632,0.4132432342,0.0000000000,0.0088867117,0.0000000000,0.0426383242,0.0000000000,0.0099216821,0.0148564084,0.0000000000,0.0376642570,0.0387217328,0.0188411120,0.2407408953,0.0000000000,0.0050728177,0.0636642352,0.0832784474,0.0000000000,0.0000000000,0.0449336842,0.0494783819,0.1003459394,0.0998834223,0.0871633813,0.0161253009,0.2775678635,0.1780673414,0.0817551240,0.0801925287,0.0900463611,0.0912344754,0.0220610760,0.0244211983,0.4941557050,0.4939258099,0.1614269614,0.0000000000,0.0000000000,0.0315333158,0.0434650220,0.0506582521,0.1262526810,0.1302106827,0.0000000011,0.0660231784,0.0567783676,0.0459888726,0.0052565336,0.2524394989,0.0013558741,0.0815606192,0.2523571849,0.0210043639
07:04:22:53.351,61,0.0865663067,0.4111790657,0.1312853694,0.0000000000,0.0000000000,0.0430184305,0.0000000000,0.0862417966,0.4125839770,0.0000000000,0.0023764619,0.0000000000,0.0430183858,0.0000000000,0.0099103749,0.0149728199,0.0000000000,0.0379318260,0.0390605107,0.0191065650,0.2483694404,0.0000000000,0.0053348131,0.0638060346,0.0834529325,0.0000000000,0.0000000000,0.0447626598,0.0493116640,0.1001116186,0.0996721387,0.0870905742,0.0161369871,0.2786448896,0.1780537814,0.0814725235,0.0799106732,0.0914481282,0.0928081349,0.0221515112,0.0245270226,0.4958157837,0.4955889285,0.1628131419,0.0000000000,0.0000000000,0.0316382721,0.0436503552,0.0508790053,0.1283037812,0.1320293993,0.0000000025,0.0646425337,0.0573776141,0.0470003895,0.0014058350,0.2520334721,0.0003620152,0.0776760057,0.2519511580,0.0199727025
07:04:22:54.352,61,0.0864838734,0.4108269215,0.1260697991,0.0000000000,0.0000000000,0.0431517176,0.0000000000,0.0861644596,0.4121314287,0.0027077133,0.0000000000,0.0000000000,0.0431516729,0.0000000000,0.0098922122,0.0150544941,0.0000000000,0.0381847844,0.0393487886,0.0192327164,0.2329624295,0.0000000000,0.0055729775,0.0637685508,0.0834047645,0.0000000000,0.0000000000,0.0445315801,0.0490682200,0.0998832583,0.0994755551,0.0867491215,0.0161534119,0.2734360993,0.1759968549,0.0809045956,0.0793625191,0.0917705223,0.0932161212,0.0221427120,0.0245167017,0.4564023912,0.4561642110,0.1634978950,0.0000000000,0.0000000000,0.0316342413,0.0437002070,0.0509212762,0.1289594918,0.1324950159,0.0000000039,0.0617705919,0.0592478588,0.0473322198,-0.0016019061,0.2517571151,-0.0004120333,0.0745946765,0.2516748905,0.0191601589
07:04:22:55.352,61,0.0860938504,0.4114194810,0.1217950955,0.0000000000,0.0000000000,0.0430700481,0.0000000000,0.0857817903,0.4126440883,0.0068980879,0.0000000000,0.0000000000,0.0430700295,0.0000000000,0.0098594902,0.0151231512,0.0000000000,0.0384493731,0.0396499820,0.0192894936,0.2295818031,0.0000000000,0.0057432428,0.0639365762,0.0834283233,0.0000000000,0.0000000000,0.0442964733,0.0488053635,0.0996787399,0.0992910117,0.0862494931,0.0161582381,0.2681117356,0.1730620414,0.0797754824,0.0782918483,0.0917129666,0.0931909457,0.0221169181,0.0244788043,0.4287612140,0.4284560382,0.1638870090,0.0000000000,0.0000000000,0.0315374732,0.0436732732,0.0508821644,0.1289936006,0.1323562562,0.0000000057,0.0582424700,0.0616313778,0.0480111726,-0.0040806374,0.2520720661,-0.0010509662,0.0720589459,0.2519899905,0.0185343176
07:04:22:56.354,61,0.0858892575,0.4145449698,0.1200448573,0.0000000000,0.0000000000,0.0428141430,0.0000000000,0.0855808780,0.4157431424,0.0086654685,0.0000000000,0.0000000000,0.0428141505,0.0000000000,0.0097860051,0.0152080227,0.0000000000,0.0386756435,0.0399522334,0.0193021260,0.2277088910,0.0000000000,0.0059167128,0.0658417121,0.0846544802,0.0000000000,0.0000000000,0.0440212600,0.0485071912,0.0994272232,0.0990659148,0.0850867331,0.0161269736,0.2583411038,0.1669083089,0.0747004002,0.0731951520,0.0914261267,0.0929413512,0.0220586974,0.0244096927,0.4134784043,0.4131089151,0.1639770120,0.0000000000,0.0000000000,0.0313419215,0.0435253866,0.0507168770,0.1287191063,0.1319261789,0.0000000087,0.0548710302,0.0639974549,0.0474730171,-0.0051236423,0.2539664507,-0.0013299438,0.0709885508,0.2538846433,0.0184028447
07:04:22:57.355,61,0.0855526254,0.4162114561,0.1191724092,0.0000000000,0.0000000000,0.0425079986,0.0000000000,0.0852437317,0.4173965752,0.0096036931,0.0000000000,0.0000000000,0.0425080210,0.0000000000,0.0096919611,0.0152965523,0.0000000000,0.0388740003,0.0402477682,0.0192891005,0.2268069535,0.0000000000,0.0061020521,0.0682074055,0.0865456462,0.0000000000,0.0000000000,0.0437146388,0.0481835380,0.0990682617,0.0987666771,0.0837418213,0.0160877593,0.2510594726,0.1613149196,0.0699344575,0.0683561638,0.0910297111,0.0925827175,0.0219607446,0.0242974497,0.4068158567,0.4064238966,0.1638354063,0.0000000000,0.0000000000,0.0311161000,0.0433136001,0.0504805818,0.1282162666,0.1308302730,0.0000000141,0.0524938665,0.0663044378,0.0474997237,-0.0056768954,0.2549773455,-0.0014796772,0.0704540610,0.2548954785,0.0183404908
07:04:22:58.354,61,0.0853008628,0.4175468981,0.1175407767,0.0000000000,0.0000000000,0.0422377028,0.0000000000,0.0849947482,0.4187034070,0.0112141361,0.0000000000,0.0000000000,0.0422377363,0.0000000000,0.0096044419,0.0153845157,0.0000000000,0.0390227102,0.0404663235,0.0192338564,0.2260123789,0.0000000000,0.0063087535,0.0692477971,0.0874186307,0.0000000000,0.0000000000,0.0433941372,0.0478463918,0.0985992402,0.0983622968,0.0827327892,0.0160550643,0.2476214319,0.1587274671,0.0678733587,0.0662911609,0.0904344097,0.0920037627,0.0218434203,0.0241643395,0.4030912817,0.4026900232,0.1631989926,0.0000000000,0.0000000000,0.0308937673,0.0430720523,0.0502023064,0.1270717531,0.1290001422,0.0000000288,0.0515419729,0.0675673485,0.0482147671,-0.0066274703,0.2557771504,-0.0017331016,0.0694747716,0.2556954920,0.0181453340
07:04:22:59.356,61,0.0852260143,0.4187797010,0.1160243899,0.0000000000,0.0000000000,0.0419642404,0.0000000000,0.0849220082,0.4199095070,0.0126625206,0.0000000000,0.0000000000,0.0419642925,0.0000000000,0.0094937198,0.0154683469,0.0000000000,0.0389715359,0.0404566340,0.0190785788,0.2215995342,0.0000000000,0.0064849644,0.0698471740,0.0879657567,0.0000000000,0.0000000000,0.0429723933,0.0473900884,0.0976566821,0.0975502878,0.0796643496,0.0159664582,0.2454327941,0.1571875960,0.0665115416,0.0649334118,0.0861105248,0.0875258297,0.0217010099,0.0240060408,0.3918760419,0.3914940059,0.1570096612,0.0000000000,0.0000000000,0.0306373294,0.0427269712,0.0498026274,0.1244647875,0.1261952221,0.0000000283,0.0506737791,0.0684619844,0.0486246310,-0.0074820113,0.2565154731,-0.0019624650,0.0685650632,0.2564340234,0.0179622099
07:04:23:00.356,61,0.0848732591,0.4186597764,0.1146542802,0.0000000000,0.0000000000,0.0416718125,0.0000000000,0.0845746771,0.4197630584,0.0139587745,0.0000000000,0.0000000000,0.0416718796,0.0000000000,0.0093811601,0.0155355968,0.0000000000,0.0388595164,0.0403753258,0.0188935939,0.2191474587,0.0000000000,0.0066341478,0.0700533614,0.0881293640,0.0000000000,0.0000000000,0.0425175205,0.0468915515,0.0968001112,0.0968111530,0.0772910714,0.0158520713,0.2441293150,0.1562813818,0.0655882210,0.0640183464,0.0831844583,0.0845307261,0.0215765126,0.0238682460,0.3866574466,0.3862818480,0.1537013650,0.0000000000,0.0000000000,0.0303690452,0.0423629694,0.0493884832,0.1228322908,0.1244985610,0.0000000316,0.0503659882,0.0691698864,0.0489455983,-0.0082481308,0.2564276159,-0.0021626318,0.0677567944,0.2563461363,0.0177444778
07:04:23:01.356,61,0.0841738880,0.4189469516,0.1143759266,0.0000000000,0.0000000000,0.0413593687,0.0000000000,0.0839074999,0.4200452864,0.0142484959,0.0000000000,0.0000000000,0.0413594730,0.0000000000,0.0092512993,0.0156043014,0.0000000000,0.0386532247,0.0402111150,0.0186756961,0.2172201276,0.0000000000,0.0067207427,0.0701153576,0.0881114304,0.0000000000,0.0000000000,0.0420029052,0.0463218242,0.0958300605,0.0958669633,0.0748152062,0.0156963076,0.2431077808,0.1556162238,0.0647301525,0.0631693676,0.0809974447,0.0823037252,0.0214547534,0.0237338450,0.3852327764,0.3848565221,0.1516772807,0.0000000000,0.0000000000,0.0300611164,0.0419561863,0.0489418991,0.1217406243,0.1233596504,0.0000000287,0.0499444418,0.0697583705,0.0491430946,-0.0084189437,0.2566003501,-0.0022089714,0.0675891861,0.2565189600,0.0177131351
