Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
21:29:07:46.714,61,0.0002189179,0.1407786459,0.1660218984,0.0000000000,0.0000000000,0.3593068421,0.0744372010,0.0002199366,0.1414996982,0.0000000000,0.0271076187,0.0000000000,0.3554291129,0.0693755001,0.0467394292,0.0000000000,0.0627833530,0.1705259234,0.1916586012,0.1071604490,0.1988951564,0.0000000000,0.1098200008,0.1653367281,0.2822372615,0.0000000000,0.0000000000,0.0514635481,0.0564203039,0.1365735531,0.1655505002,0.0940089449,0.0620192178,0.1520445347,0.0957055986,0.0631284639,0.0549261607,0.1497839987,0.1892482489,0.0603481717,0.0830416530,0.1857593358,0.1873658150,0.1241714507,0.0000000000,0.0000000000,0.0316446349,0.3307864368,0.3545534909,0.3467087448,0.4055618048,0.0000000049,0.1653628647,0.0048223455,-0.2089318186,0.0164972749,0.0864490420,0.0014296713,0.1010409445,0.0864387527,0.0087405564
21:29:07:47.715,61,0.0002114131,0.1382633746,0.1756264269,0.0000000000,0.0000000000,0.3580970764,0.0772927999,0.0002123808,0.1390415579,0.0000000000,0.0368293412,0.0000000000,0.3543006778,0.0720962435,0.0469083041,0.0000000000,0.0627812669,0.1705243289,0.1917217672,0.1067358404,0.1990529895,0.0000000000,0.1104107797,0.1651890576,0.2824860215,0.0000000000,0.0000000000,0.0515331887,0.0565431640,0.1368368417,0.1660238504,0.0941960961,0.0621657185,0.1520393640,0.0955517665,0.0630730167,0.0549583696,0.1498177648,0.1892215163,0.0601673014,0.0829925612,0.1842022985,0.1859049946,0.1240350679,0.0000000000,0.0000000000,0.0319602489,0.3306642771,0.3558589220,0.3462397754,0.4063439071,0.0000000033,0.1646600515,0.0032703772,-0.2082718462,0.0224166475,0.0849570557,0.0019088855,0.1069002002,0.0849463642,0.0090851104
21:29:07:48.715,61,0.0001998862,0.1388491094,0.1763111651,0.0000000000,0.0000000000,0.3553616703,0.0785879716,0.0002007929,0.1396354437,0.0000000000,0.0374366157,0.0000000000,0.3516538739,0.0734204724,0.0470953807,0.0000000000,0.0626541451,0.1706611663,0.1919658631,0.1062113196,0.1989783794,0.0000000000,0.1069660783,0.1647638083,0.2816065550,0.0000000000,0.0000000000,0.0516555496,0.0566825867,0.1372086555,0.1664589792,0.0946052894,0.0624470450,0.1519296467,0.0952172354,0.0630353913,0.0549910665,0.1498325020,0.1890761703,0.0598528199,0.0826234594,0.1815595031,0.1831592917,0.1240268424,0.0000000000,0.0000000000,0.0322543718,0.3307267427,0.3565586507,0.3458627164,0.4066542387,0.0000000026,0.1628426611,0.0016258869,-0.2068208158,0.0227855686,0.0853206515,0.0019486398,0.1073137000,0.0853100419,0.0091593489
21:29:07:49.716,61,0.0001868050,0.1372074038,0.1766452640,0.0000000000,0.0000000000,0.3533685207,0.0794089139,0.0001876480,0.1379875690,0.0000000000,0.0377713703,0.0000000000,0.3497976065,0.0742353871,0.0473392196,0.0000000000,0.0624642856,0.1708256006,0.1923125088,0.1049868688,0.1988119930,0.0000000000,0.1063726470,0.1582636684,0.2800326943,0.0000000000,0.0000000000,0.0517436489,0.0568316169,0.1376314461,0.1670551598,0.0956861153,0.0628288090,0.1518444419,0.0948093608,0.0629977584,0.0550381653,0.1496926993,0.1888441145,0.0592872649,0.0820418969,0.1798539013,0.1815062314,0.1242301613,0.0000000000,0.0000000000,0.0325556062,0.3306869268,0.3572974801,0.3448686302,0.4068070352,0.0000000026,0.1609160304,0.0009025240,-0.2053861469,0.0229912866,0.0843141600,0.0019429240,0.1075261980,0.0843032822,0.0090685990
21:29:07:50.717,61,0.0001734425,0.1377217174,0.1754132956,0.0000000000,0.0000000000,0.3516688347,0.0804380849,0.0001742230,0.1384958029,0.0000000000,0.0365042649,0.0000000000,0.3481345475,0.0753779411,0.0475547276,0.0000000000,0.0622245334,0.1707197428,0.1924696863,0.1031315997,0.1984713078,0.0000000000,0.1066945344,0.1549867392,0.2789430618,0.0000000000,0.0000000000,0.0517939627,0.0569716655,0.1380304098,0.1677002311,0.0979847759,0.0630876571,0.1521084458,0.0946047008,0.0630617812,0.0551594421,0.1494306177,0.1885437071,0.0587192923,0.0814650282,0.1795209348,0.1811746806,0.1242328286,0.0000000000,0.0000000000,0.0328345373,0.3308803141,0.3586611748,0.3437069058,0.4068094194,0.0000000024,0.1592023671,0.0007948342,-0.2049304098,0.0222194213,0.0846232176,0.0018846227,0.1067734510,0.0846124068,0.0090385368
21:29:07:51.718,61,0.0001604365,0.1382107139,0.1756928265,0.0000000000,0.0000000000,0.3489701152,0.0812198296,0.0001611573,0.1389894038,0.0000000000,0.0367447026,0.0000000000,0.3455002308,0.0762679726,0.0476743802,0.0000000000,0.0619332641,0.1702955812,0.1923794448,0.1020482481,0.1981483549,0.0000000000,0.1063110679,0.1534591168,0.2777501047,0.0000000000,0.0000000000,0.0518025458,0.0570289008,0.1382902861,0.1680752486,0.0995720774,0.0632357299,0.1525155008,0.0944759920,0.0631894171,0.0553150214,0.1492024809,0.1882121116,0.0582468994,0.0809047595,0.1802112758,0.1817469001,0.1241075993,0.0000000000,0.0000000000,0.0330610834,0.3313336968,0.3595004976,0.3430612981,0.4067477584,0.0000000025,0.1582035422,0.0015923800,-0.2033029944,0.0223651938,0.0849250928,0.0019037846,0.1069408953,0.0849143937,0.0090851197
21:29:07:52.718,61,0.0001480877,0.1404737383,0.1810196191,0.0000000000,0.0000000000,0.3436475396,0.0778489709,0.0001487524,0.1413033754,0.0000000000,0.0419821329,0.0000000000,0.3402090967,0.0734435916,0.0477058366,0.0000000000,0.0616023354,0.1699187160,0.1923971772,0.1012296453,0.1979626864,0.0000000000,0.1060687676,0.1522318870,0.2767602205,0.0000000000,0.0000000000,0.0517550819,0.0570363589,0.1382701397,0.1680702269,0.1004023328,0.0633087233,0.1527717710,0.0943171233,0.0632503554,0.0553977676,0.1490942240,0.1881123334,0.0579416566,0.0806127191,0.1874687970,0.1887602955,0.1237837002,0.0000000000,0.0000000000,0.0331177823,0.3330910206,0.3628015816,0.3428618610,0.4070656300,0.0000000019,0.1576350480,0.0028123036,-0.2017915398,0.0255499259,0.0863455832,0.0022113784,0.1101700738,0.0863352343,0.0095156999
21:29:07:53.719,61,0.0001365201,0.1421984881,0.1901375502,0.0000000000,0.0000000000,0.3404958546,0.0721742734,0.0001371325,0.1431051940,0.0000000000,0.0511025004,0.0000000000,0.3369388878,0.0683901906,0.0476814136,0.0000000000,0.0613694005,0.1695277691,0.1924604923,0.1007387713,0.1979572177,0.0000000000,0.1055752635,0.1514041275,0.2732734680,0.0000000000,0.0000000000,0.0516601205,0.0569434538,0.1380479485,0.1677166373,0.1009186804,0.0633049756,0.1530701071,0.0942488909,0.0633980632,0.0555245504,0.1491447538,0.1881759614,0.0578496531,0.0805015117,0.2102602124,0.2110154629,0.1230633482,0.0000000000,0.0000000000,0.0330776051,0.3397412896,0.3669238985,0.3436301649,0.4084223509,0.0000000016,0.1589196771,0.0023728460,-0.2015988529,0.0310975015,0.0874603763,0.0027263097,0.1157085449,0.0874503627,0.0101216603
21:29:07:54.720,61,0.0001257657,0.1429577023,0.2064304054,0.0000000000,0.0000000000,0.3389125168,0.0673240721,0.0001263296,0.1439902037,0.0000000000,0.0675326511,0.0000000000,0.3352968395,0.0638325140,0.0475939885,0.0000000000,0.0613585524,0.1691899300,0.1925722212,0.1006254256,0.1981376857,0.0000000000,0.1051382273,0.1511949152,0.2720591128,0.0000000000,0.0000000000,0.0515214540,0.0567905866,0.1376659572,0.1672533751,0.1010551751,0.0632243752,0.1533065736,0.0942481980,0.0634740293,0.0555637479,0.1491645575,0.1883206666,0.0579527877,0.0806576610,0.2166729718,0.2172812968,0.1225585043,0.0000000000,0.0000000000,0.0329829827,0.3508539200,0.3781703115,0.3458074927,0.4110615849,0.0000000011,0.1605332643,0.0002762564,-0.2025260478,0.0410937779,0.0880331397,0.0036259524,0.1256180853,0.0880232602,0.0110563766
21:29:07:55.720,61,0.0001158101,0.1414843947,0.2034435272,0.0000000000,0.0000000000,0.3380004764,0.0658512264,0.0001163293,0.1424847692,0.0000000000,0.0645681843,0.0000000000,0.3343174160,0.0625030100,0.0474559627,0.0000000000,0.0615085326,0.1689005345,0.1927243769,0.1009142548,0.1982432157,0.0000000000,0.1034679338,0.1514145881,0.2711728215,0.0000000000,0.0000000000,0.0513793603,0.0565930679,0.1373408735,0.1667961180,0.1009022221,0.0630441532,0.1535043418,0.0942867622,0.0634752959,0.0555004552,0.1494141966,0.1887205541,0.0582583472,0.0809719414,0.2196103185,0.2201454639,0.1220025644,0.0000000000,0.0000000000,0.0327565819,0.3561633825,0.3818643093,0.3477737308,0.4122980833,0.0000000008,0.1625859588,-0.0022715991,-0.2057637274,0.0392930843,0.0871064141,0.0034304662,0.1238103434,0.0870962813,0.0107827522
21:29:07:56.722,61,0.0001066168,0.1421030909,0.2067515701,0.0000000000,0.0000000000,0.3371272385,0.0649228692,0.0001070948,0.1431319416,0.0000000000,0.0679212660,0.0000000000,0.3333645165,0.0616679639,0.0472403616,0.0000000000,0.0617882237,0.1685196757,0.1927912384,0.1012721360,0.1985130310,0.0000000000,0.1000095978,0.1518382132,0.2690320313,0.0000000000,0.0000000000,0.0512031540,0.0563151613,0.1368692517,0.1661017984,0.1006525457,0.0627817661,0.1538212150,0.0944236517,0.0634836704,0.0554149561,0.1495264024,0.1888985038,0.0586036332,0.0812088177,0.2207540572,0.2212477922,0.1214680001,0.0000000000,0.0000000000,0.0324546099,0.3589394093,0.3837573826,0.3499273360,0.4131326973,0.0000000008,0.1640091687,-0.0032418780,-0.2090736330,0.0413321592,0.0875092596,0.0036251594,0.1258192807,0.0874992460,0.0110077308
21:29:07:57.722,61,0.0000981395,0.1421624124,0.2080704570,0.0000000000,0.0000000000,0.3369788229,0.0640950501,0.0000985794,0.1432012767,0.0000000000,0.0692968518,0.0000000000,0.3331324160,0.0609075278,0.0470995679,0.0000000000,0.0620606802,0.1681058854,0.1928297579,0.1015336066,0.1985045224,0.0000000000,0.0983791202,0.1523550004,0.2679260075,0.0000000000,0.0000000000,0.0510534570,0.0560708493,0.1364905983,0.1655418128,0.1005545259,0.0625862703,0.1541611999,0.0945478678,0.0635819137,0.0554116070,0.1496078968,0.1890164465,0.0588896349,0.0813632160,0.2214899361,0.2219602615,0.1209044084,0.0000000000,0.0000000000,0.0321932510,0.3612766862,0.3849743009,0.3534237444,0.4145850539,0.0000000009,0.1646879911,-0.0030169501,-0.2120950371,0.0421690866,0.0875547230,0.0037004526,0.1266214699,0.0875447169,0.0110833198
21:29:07:58.722,61,0.0000903288,0.1428909302,0.2044909298,0.0000000000,0.0000000000,0.3366387784,0.0594618507,0.0000907337,0.1439082623,0.0000000000,0.0656583831,0.0000000000,0.3327485025,0.0566098839,0.0470691919,0.0000000000,0.0621443205,0.1679966897,0.1931005567,0.1017078161,0.1982314140,0.0000000000,0.0969679207,0.1524635702,0.2641124427,0.0000000000,0.0000000000,0.0510132201,0.0559407100,0.1362970620,0.1651055813,0.1005741432,0.0625861809,0.1543157697,0.0945029110,0.0636725947,0.0554097965,0.1496107280,0.1889847964,0.0590252504,0.0813143328,0.2221046537,0.2225549072,0.1205728650,0.0000000000,0.0000000000,0.0319475569,0.3622521162,0.3853337467,0.3549310267,0.4153896868,0.0000000009,0.1646509022,-0.0018360075,-0.2130992413,0.0399534665,0.0879789367,0.0035232089,0.1244383454,0.0879690573,0.0109463101
21:29:07:59.723,61,0.0000831358,0.1435564607,0.2022373229,0.0000000000,0.0000000000,0.3351154923,0.0593862496,0.0000835085,0.1445612460,0.0000000000,0.0634277686,0.0000000000,0.3313044608,0.0566812120,0.0472586229,0.0000000000,0.0621312782,0.1684188545,0.1941047013,0.1016886458,0.1948103011,0.0000000000,0.0959587619,0.1526272148,0.2628099024,0.0000000000,0.0000000000,0.0512202568,0.0560782030,0.1372148395,0.1654346734,0.1009773985,0.0629099384,0.1542426944,0.0942022577,0.0636919662,0.0553923920,0.1497217864,0.1890612543,0.0589705743,0.0810721889,0.2044004500,0.2049326897,0.1207917407,0.0000000000,0.0000000000,0.0318538286,0.3621935248,0.3842142820,0.3557770252,0.4159338176,0.0000000013,0.1640218049,0.0012948652,-0.2119790912,0.0385947675,0.0883734301,0.0034187972,0.1230626330,0.0883636475,0.0108747287
21:29:08:00.724,61,0.0000765135,0.1415667385,0.1948250234,0.0000000000,0.0000000000,0.3343975842,0.0761568099,0.0000768565,0.1425035298,0.0000000000,0.0560664795,0.0000000000,0.3306203187,0.0730285868,0.0475148819,0.0000000000,0.0622235425,0.1688487530,0.1946461946,0.1017319411,0.1921835691,0.0000000000,0.0951464102,0.1529400349,0.2623375654,0.0000000000,0.0000000000,0.0514393002,0.0562331676,0.1382056773,0.1664046645,0.1011775583,0.0631924048,0.1540811211,0.0939225554,0.0636247844,0.0553278364,0.1500128657,0.1893008053,0.0589572378,0.0809417069,0.1891362816,0.1899951994,0.1210739538,0.0000000000,0.0000000000,0.0317973979,0.3559236526,0.3775317967,0.3558616340,0.4160499275,0.0000000022,0.1623641998,0.0040008342,-0.2089751214,0.0341193341,0.0871012881,0.0029787894,0.1185650006,0.0870911777,0.0103275469
21:29:08:01.725,61,0.0000704176,0.1398758888,0.1854733378,0.0000000000,0.0000000000,0.3341605663,0.0824325010,0.0000707332,0.1407338381,0.0000000000,0.0468052216,0.0000000000,0.3304260373,0.0789788589,0.0477718301,0.0000000000,0.0622580945,0.1707996279,0.1953491271,0.1019659117,0.1910539716,0.0000000000,0.0943943411,0.1540781707,0.2635686100,0.0000000000,0.0000000000,0.0517086983,0.0564417467,0.1388969123,0.1669632643,0.1010201052,0.0635424852,0.1535807252,0.0934853777,0.0634400249,0.0551898703,0.1503391266,0.1895193309,0.0589184798,0.0808220208,0.1750057638,0.1762841344,0.1215431839,0.0000000000,0.0000000000,0.0317780040,0.3518368006,0.3750710785,0.3556520343,0.4160589874,0.0000000026,0.1599262506,0.0058587207,-0.2062612176,0.0284860637,0.0860044062,0.0024556483,0.1128841043,0.0859939903,0.0097103957
21:29:08:02.724,61,0.0000648067,0.1380328089,0.1778417528,0.0000000000,0.0000000000,0.3342856467,0.0850021616,0.0000650972,0.1388253570,0.0000000000,0.0392232053,0.0000000000,0.3305841684,0.0813879445,0.0479821935,0.0000000000,0.0623631328,0.1729119718,0.1960402131,0.1023950949,0.1905791014,0.0000000000,0.0936496630,0.1548681557,0.2642473280,0.0000000000,0.0000000000,0.0519926399,0.0566591509,0.1393707395,0.1673013866,0.1004299596,0.0639517605,0.1517980695,0.0929355323,0.0631795600,0.0549938381,0.1506578475,0.1896877736,0.0588795729,0.0807210952,0.1593656242,0.1608923674,0.1224529892,0.0000000000,0.0000000000,0.0317706652,0.3454132080,0.3709022105,0.3552584946,0.4158918858,0.0000000031,0.1578159928,0.0068206806,-0.2044590116,0.0238739718,0.0848278180,0.0020298532,0.1082498655,0.0848170817,0.0091852965
21:29:08:03.726,61,0.0000596426,0.1322507709,0.1766977757,0.0000000000,0.0000000000,0.3385916650,0.0867025629,0.0000599099,0.1330046058,0.0000000000,0.0382209197,0.0000000000,0.3348625302,0.0829537436,0.0482823476,0.0000000000,0.0625536963,0.1747688651,0.1969471574,0.1029493287,0.1903992444,0.0000000000,0.0931443051,0.1554274261,0.2647847831,0.0000000000,0.0000000000,0.0522551946,0.0568728484,0.1399240047,0.1678701490,0.0999502689,0.0643477887,0.1509178430,0.0924898908,0.0630717203,0.0549260303,0.1509899497,0.1899204999,0.0587980114,0.0806098729,0.1549890637,0.1565587968,0.1227841452,0.0000000000,0.0000000000,0.0318130292,0.3409272134,0.3680388033,0.3549365103,0.4159645438,0.0000000032,0.1566097587,0.0060610850,-0.2043475360,0.0232708007,0.0812699497,0.0018952182,0.1075851172,0.0812582597,0.0087443553
21:29:08:04.727,61,0.0000548898,0.1292764544,0.1746600866,0.0000000000,0.0000000000,0.3413270414,0.0868596137,0.0000551358,0.1300008595,0.0000000000,0.0362919569,0.0000000000,0.3376633227,0.0830721930,0.0485823601,0.0000000000,0.0626319945,0.1787352413,0.2001124024,0.1038029715,0.1901051700,0.0000000000,0.0910488665,0.1570249349,0.2653044164,0.0000000000,0.0000000000,0.0526534989,0.0571937263,0.1407965869,0.1684288085,0.0994878188,0.0649196580,0.1491314322,0.0918540359,0.0628539994,0.0547546372,0.1513417661,0.1901166588,0.0586884171,0.0803769231,0.1461805105,0.1473984420,0.1251309812,0.0000000000,0.0000000000,0.0318095312,0.3389197290,0.3664509654,0.3548501730,0.4159853160,0.0000000032,0.1567073315,0.0025189396,-0.2060138881,0.0220996160,0.0794324353,0.0017589829,0.1063600108,0.0794202387,0.0084487908
