Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:15:14:01.763,61,0.1238931790,0.4412679374,0.1487433761,0.0000000000,0.0000000000,0.0235087145,0.0000000000,0.1240647063,0.4431263506,0.0000000000,0.0242853910,0.0000000000,0.0235079415,0.0000000000,0.0134575851,0.0047763637,0.0000000000,0.0546501279,0.0605948083,0.0377430767,0.2474732101,0.0000000000,0.0173883457,0.0104101822,0.0433666669,0.0000000000,0.0000000000,0.0344983526,0.0362580419,0.0915573984,0.0906801224,0.0471868142,0.0162249953,0.1906221360,0.1163472757,0.0311407614,0.0318182670,0.0603905953,0.0595801882,0.0252028033,0.0299889799,0.0000000000,0.0000000000,0.1920481175,0.1724193245,0.1725029945,0.0232577678,0.0314965025,0.0362961590,0.0702489913,0.0758492872,0.0000000017,0.0506040826,0.0509348288,0.0418466181,0.0142948655,0.2707188427,0.0039671301,0.0875724927,0.2706181705,0.0242588948
11:15:14:02.764,61,0.1237218827,0.4409523904,0.1482693851,0.0000000000,0.0000000000,0.0234377906,0.0000000000,0.1238938794,0.4428003430,0.0000000000,0.0238294005,0.0000000000,0.0234370157,0.0000000000,0.0134116672,0.0051122601,0.0000000000,0.0542557053,0.0600399934,0.0371855684,0.2470598966,0.0000000000,0.0173843410,0.0092373602,0.0422261469,0.0000000000,0.0000000000,0.0340374745,0.0357886851,0.0909662992,0.0900506899,0.0468100831,0.0161833782,0.1882774830,0.1151433140,0.0309813619,0.0316708721,0.0596096329,0.0587845258,0.0246963166,0.0293705631,0.0000000000,0.0000000000,0.1913485676,0.1739211679,0.1740100831,0.0232803393,0.0311007332,0.0358112678,0.0695608035,0.0750774890,0.0000000023,0.0513249412,0.0567142703,0.0439556353,0.0140272379,0.2705186307,0.0038898382,0.0872981474,0.2704179287,0.0241643302
11:15:14:03.765,61,0.1235202402,0.4399479628,0.1479621381,0.0000000000,0.0000000000,0.0233984534,0.0000000000,0.1236887574,0.4417862594,0.0000000000,0.0235854145,0.0000000000,0.0233977158,0.0000000000,0.0134085137,0.0055393656,0.0000000000,0.0539573953,0.0596922524,0.0369856618,0.2467640340,0.0000000000,0.0171086770,0.0086975750,0.0417379141,0.0000000000,0.0000000000,0.0337646939,0.0354933366,0.0909775943,0.0898575485,0.0465054624,0.0161391832,0.1875565499,0.1146582812,0.0308565460,0.0315553062,0.0594928004,0.0586305149,0.0244654752,0.0290667638,0.0000000000,0.0000000000,0.2023072094,0.2020924687,0.2022210807,0.0232602581,0.0308706723,0.0355436690,0.0692276955,0.0747229084,0.0000000023,0.0506029576,0.0636910796,0.0457555279,0.0138859972,0.2698985338,0.0038414036,0.0871320590,0.2697978318,0.0240604263
11:15:14:04.765,61,0.1237175986,0.4393079877,0.1467533410,0.0000000000,0.0000000000,0.0234144349,0.0000000000,0.1238790378,0.4411205053,0.0000000000,0.0223948583,0.0000000000,0.0234137420,0.0000000000,0.0133928517,0.0059458422,0.0000000000,0.0539202653,0.0597790219,0.0371848196,0.2469258755,0.0000000000,0.0168789495,0.0152321020,0.0518862791,0.0000000000,0.0000000000,0.0337445550,0.0354696512,0.0913796052,0.0899899229,0.0463564098,0.0161134936,0.1871714145,0.1143214926,0.0307116210,0.0314091705,0.0642463863,0.0632980615,0.0245397631,0.0291399844,0.0000000000,0.0000000000,0.2320243418,0.2156695724,0.2158684582,0.0231426246,0.0308632962,0.0355538018,0.0693980306,0.0749229342,0.0000000023,0.0500157289,0.0685969889,0.0465919487,0.0131865395,0.2694892287,0.0036421104,0.0864296779,0.2693884671,0.0238290150
11:15:14:05.765,61,0.1246512532,0.4397273958,0.1444119364,0.0000000000,0.0000000000,0.0235654954,0.0000000000,0.1247700676,0.4414955974,0.0000000000,0.0200439151,0.0000000000,0.0235648490,0.0000000000,0.0134161431,0.0062347804,0.0000000000,0.0541977882,0.0602606609,0.0375880413,0.2469812036,0.0000000000,0.0167388078,0.0177136958,0.0548225679,0.0000000000,0.0000000000,0.0338325389,0.0355738364,0.0926037058,0.0905428156,0.0464451462,0.0161666330,0.1866078526,0.1137760729,0.0305111073,0.0311955046,0.0703826845,0.0694525689,0.0246843677,0.0293004718,0.0000000000,0.0000000000,0.2445001304,0.2207026780,0.2209244370,0.0230039991,0.0310063809,0.0357364491,0.0696250871,0.0751679391,0.0000000147,0.0493000522,0.0702139139,0.0466107577,0.0118015157,0.2697135508,0.0032624393,0.0850449651,0.2696127892,0.0234688111
11:15:14:06.766,61,0.1252767891,0.4411047399,0.1436513960,0.0000000000,0.0000000000,0.0236644913,0.0000000000,0.1253800243,0.4428621531,0.0000000000,0.0192861147,0.0000000000,0.0236638878,0.0000000000,0.0134008387,0.0062689437,0.0000000000,0.0543123707,0.0605897047,0.0379344299,0.2463691682,0.0000000000,0.0166667402,0.0204353854,0.0567131899,0.0000000000,0.0000000000,0.0339482240,0.0356992893,0.0937195122,0.0914377719,0.0464557931,0.0161459874,0.1863299608,0.1135281920,0.0303085409,0.0309741516,0.0727695674,0.0718973801,0.0249549560,0.0296216961,0.0000000000,0.0000000000,0.2500126660,0.2203461528,0.2205673158,0.0228054877,0.0311610736,0.0359441303,0.0699599907,0.0755263790,0.0000000353,0.0493086204,0.0681421682,0.0464098155,0.0113527132,0.2705469728,0.0031485641,0.0845775008,0.2704464495,0.0234159417
11:15:14:07.767,61,0.1255041808,0.4417019188,0.1424764842,0.0000000000,0.0000000000,0.0237730648,0.0000000000,0.1255998164,0.4434380829,0.0000000000,0.0181140173,0.0000000000,0.0237725042,0.0000000000,0.0133378953,0.0061905109,0.0000000000,0.0543104187,0.0607877038,0.0380701013,0.2440855056,0.0000000000,0.0165997017,0.0215736330,0.0574795827,0.0000000000,0.0000000000,0.0339942090,0.0357334614,0.0944009274,0.0920087770,0.0462851338,0.0160928611,0.1843844503,0.1130257025,0.0300226733,0.0306644440,0.0740916282,0.0732558370,0.0251989868,0.0299211629,0.0000000000,0.0000000000,0.2514865696,0.2095868587,0.2097582072,0.0225783009,0.0312719010,0.0361385830,0.0701649562,0.0757655501,0.0000002989,0.0498894379,0.0668021142,0.0464736894,0.0106617194,0.2708967030,0.0029609480,0.0838773921,0.2707962096,0.0232541822
11:15:14:08.767,61,0.1256006360,0.4406831861,0.1419086605,0.0000000000,0.0000000000,0.0239303578,0.0000000000,0.1256929934,0.4424051344,0.0000000000,0.0175679978,0.0000000000,0.0239298474,0.0000000000,0.0132575100,0.0062692161,0.0000000000,0.0542561822,0.0608578734,0.0378992185,0.2357130349,0.0000000000,0.0165059678,0.0218036305,0.0568512976,0.0000000000,0.0000000000,0.0339405127,0.0356661454,0.0947091952,0.0922579989,0.0460500754,0.0160698388,0.1744167954,0.1093432903,0.0296528917,0.0302716568,0.0745209977,0.0736948997,0.0252213571,0.0299516842,0.0000000000,0.0000000000,0.2293990552,0.2004020363,0.2005642354,0.0223396551,0.0312928557,0.0362547301,0.0700852424,0.0757082924,0.0000014223,0.0508253872,0.0656685382,0.0475116111,0.0103421509,0.2702647448,0.0028651636,0.0835575685,0.2701641321,0.0231089704
11:15:14:09.768,61,0.1258063912,0.4396560192,0.1403230429,0.0000000000,0.0000000000,0.0241023488,0.0000000000,0.1258963346,0.4413438439,0.0000000000,0.0159840062,0.0000000000,0.0241018981,0.0000000000,0.0132067772,0.0064878943,0.0000000000,0.0544554740,0.0611687042,0.0377489440,0.2333686948,0.0000000000,0.0163091738,0.0218048748,0.0563485995,0.0000000000,0.0000000000,0.0339148194,0.0356247388,0.0949100852,0.0923781469,0.0459047705,0.0161326043,0.1687083840,0.1051257700,0.0292614643,0.0298602488,0.0747811571,0.0739220008,0.0251596794,0.0298738237,0.0000000000,0.0000000000,0.2177845985,0.1968707591,0.1970289946,0.0221126284,0.0312889591,0.0363464616,0.0699891970,0.0756359324,0.0000026484,0.0528478213,0.0652645156,0.0496007949,0.0094113564,0.2696138918,0.0026007134,0.0826384202,0.2695131302,0.0227976236
11:15:14:10.768,61,0.1257770211,0.4386899471,0.1388345510,0.0000000000,0.0000000000,0.0242209584,0.0000000000,0.1258639693,0.4403458834,0.0000000000,0.0144990357,0.0000000000,0.0242205728,0.0000000000,0.0131234732,0.0067870230,0.0000000000,0.0545293093,0.0613130704,0.0374534391,0.2317676395,0.0000000000,0.0160410535,0.0216015894,0.0554043800,0.0000000000,0.0000000000,0.0338187106,0.0355064943,0.0949186236,0.0922993496,0.0456329770,0.0161623508,0.1644424200,0.1022342667,0.0288323741,0.0294099301,0.0746699870,0.0737654418,0.0250355955,0.0297201425,0.0000000000,0.0000000000,0.2070713639,0.1940330267,0.1941990107,0.0218619313,0.0311848167,0.0363239869,0.0697523132,0.0754244924,0.0000061429,0.0542673506,0.0656323805,0.0518649891,0.0085384455,0.2690020204,0.0023538806,0.0817752630,0.2689011693,0.0225063544
11:15:14:11.770,61,0.1258720160,0.4383211136,0.1380223334,0.0000000000,0.0000000000,0.0243357699,0.0000000000,0.1259551495,0.4399601519,0.0000000000,0.0136928083,0.0000000000,0.0243354589,0.0000000000,0.0130330995,0.0071482826,0.0000000000,0.0545883887,0.0614161789,0.0370686464,0.2307655215,0.0000000000,0.0157325026,0.0214097667,0.0546426438,0.0000000000,0.0000000000,0.0336858444,0.0353497714,0.0947907642,0.0920820385,0.0453552902,0.0162010044,0.1610653996,0.0997524112,0.0284101013,0.0289650951,0.0743826404,0.0734238625,0.0248484872,0.0294864401,0.0000000000,0.0000000000,0.1983117014,0.1876223832,0.1878145486,0.0216272492,0.0310415160,0.0362519026,0.0695469305,0.0752355382,0.0000078590,0.0557403676,0.0654475614,0.0535488017,0.0080641862,0.2687653601,0.0022210861,0.0813019797,0.2686644495,0.0223557539
11:15:14:12.770,61,0.1255650967,0.4385079741,0.1369570643,0.0000000000,0.0000000000,0.0243445486,0.0000000000,0.1256449819,0.4401267767,0.0000000000,0.0126255816,0.0000000000,0.0243443009,0.0000000000,0.0129235890,0.0074334652,0.0000000000,0.0545220524,0.0613354333,0.0364990123,0.2300460190,0.0000000000,0.0155073702,0.0211505592,0.0533512048,0.0000000000,0.0000000000,0.0335222632,0.0351555161,0.0945307538,0.0917704627,0.0450751744,0.0162047092,0.1594585627,0.0984842181,0.0280455500,0.0285768695,0.0737455711,0.0727188662,0.0246363953,0.0292247180,0.0000000000,0.0000000000,0.1944509000,0.1835105717,0.1837248951,0.0214122441,0.0308694988,0.0361436009,0.0694354028,0.0751444101,0.0000090773,0.0570211895,0.0651313663,0.0541625507,0.0074354508,0.2688657939,0.0020487229,0.0806720629,0.2687649727,0.0221916847
11:15:14:13.770,61,0.1253384799,0.4398483038,0.1365355551,0.0000000000,0.0000000000,0.0242856778,0.0000000000,0.1254148334,0.4414625168,0.0000000000,0.0122084767,0.0000000000,0.0242854860,0.0000000000,0.0128503200,0.0077000619,0.0000000000,0.0544261150,0.0611819141,0.0358619988,0.2295182347,0.0000000000,0.0154158380,0.0212074593,0.0528297052,0.0000000000,0.0000000000,0.0334374830,0.0350523964,0.0943027660,0.0915241763,0.0450352468,0.0162443202,0.1589330137,0.0978713110,0.0278250054,0.0283370223,0.0731102675,0.0720786378,0.0244005248,0.0289403070,0.0000000000,0.0000000000,0.1936607510,0.1818256229,0.1820478886,0.0212410465,0.0307608377,0.0360859372,0.0694339052,0.0751624033,0.0000092811,0.0576351099,0.0661374852,0.0537463017,0.0071881898,0.2696812451,0.0019869041,0.0804056749,0.2695805728,0.0221890491
11:15:14:14.771,61,0.1256009191,0.4413502514,0.1366419792,0.0000000000,0.0000000000,0.0242760312,0.0000000000,0.1256752908,0.4429704547,0.0000000000,0.0124140736,0.0000000000,0.0242759027,0.0000000000,0.0128419679,0.0079702437,0.0000000000,0.0545006469,0.0612105578,0.0354249850,0.2295668125,0.0000000000,0.0152641917,0.0211934280,0.0523112006,0.0000000000,0.0000000000,0.0334174596,0.0350028537,0.0943484753,0.0914899260,0.0450990908,0.0163319428,0.1588630378,0.0975132808,0.0276923720,0.0281900428,0.0727048665,0.0716435760,0.0242089126,0.0287047680,0.0000000000,0.0000000000,0.1949784905,0.1810225993,0.1812486798,0.0211441852,0.0307044610,0.0360875130,0.0695168003,0.0752956718,0.0000067492,0.0586285889,0.0672014430,0.0525269061,0.0073073800,0.2706027031,0.0020270981,0.0804479420,0.2705022395,0.0222803894
11:15:14:15.772,61,0.1271151602,0.4442867041,0.1371820569,0.0000000000,0.0000000000,0.0242901277,0.0000000000,0.1271786392,0.4459253550,0.0000000000,0.0130751980,0.0000000000,0.0242900494,0.0000000000,0.0128076226,0.0082444530,0.0000000000,0.0545526706,0.0612347834,0.0350989960,0.2325649858,0.0000000000,0.0151149491,0.0211012810,0.0518020838,0.0000000000,0.0000000000,0.0333715901,0.0349252857,0.0943401828,0.0913738161,0.0450356714,0.0163790062,0.1590735316,0.0973865464,0.0276032705,0.0280862581,0.0723071173,0.0712104961,0.0240762420,0.0285462979,0.0000000000,0.0000000000,0.1954759657,0.1795915067,0.1798256338,0.0211055335,0.0306188092,0.0360650457,0.0696054995,0.0754661933,0.0000063602,0.0596491285,0.0683772117,0.0510163791,0.0076926746,0.2724086046,0.0021489467,0.0807256028,0.2723085880,0.0225139521
11:15:14:16.773,61,0.1275100261,0.4469018281,0.1379635930,0.0000000000,0.0000000000,0.0242083129,0.0000000000,0.1275682002,0.4485631287,0.0000000000,0.0138948858,0.0000000000,0.0242082700,0.0000000000,0.0127708651,0.0084079960,0.0000000000,0.0545961820,0.0612493381,0.0347707085,0.2345989496,0.0000000000,0.0149953002,0.0211282838,0.0513938740,0.0000000000,0.0000000000,0.0333644599,0.0348816812,0.0943697020,0.0913135186,0.0449628048,0.0164012797,0.1596817523,0.0975230336,0.0275530703,0.0280199610,0.0719812214,0.0708665624,0.0240091905,0.0284725036,0.0000000000,0.0000000000,0.2007144392,0.1786403805,0.1788797528,0.0210726541,0.0305456333,0.0360455252,0.0697246268,0.0756680742,0.0000057654,0.0606020130,0.0694742203,0.0503074154,0.0081712399,0.2740210593,0.0022968403,0.0811491609,0.2739213705,0.0227726940
11:15:14:17.774,61,0.1276850551,0.4495420456,0.1391604692,0.0000000000,0.0000000000,0.0240581613,0.0000000000,0.1277395636,0.4512345195,0.0000000000,0.0151300803,0.0000000000,0.0240581408,0.0000000000,0.0127664907,0.0084702959,0.0000000000,0.0546011515,0.0612016283,0.0344077647,0.2353668362,0.0000000000,0.0149726328,0.0214185510,0.0513448045,0.0000000000,0.0000000000,0.0334183089,0.0349110290,0.0944417641,0.0913415328,0.0450380966,0.0164468903,0.1606910825,0.0977497920,0.0275513716,0.0280029885,0.0716435984,0.0705284923,0.0239215698,0.0283761397,0.0000000000,0.0000000000,0.2046526670,0.1794141382,0.1796551645,0.0210165828,0.0304840468,0.0360138640,0.0698411614,0.0758653805,0.0000050710,0.0619057305,0.0700817779,0.0497674569,0.0088935308,0.2756546438,0.0025155458,0.0818158686,0.2755553126,0.0231033806
11:15:14:18.774,61,0.1277640760,0.4493239522,0.1395343244,0.0000000000,0.0000000000,0.0240182355,0.0000000000,0.1278173029,0.4510232210,0.0000000000,0.0155080426,0.0000000000,0.0240182281,0.0000000000,0.0127877090,0.0084494632,0.0000000000,0.0545562133,0.0610861480,0.0340738557,0.2354864031,0.0000000000,0.0149527984,0.0201518852,0.0487361886,0.0000000000,0.0000000000,0.0333856121,0.0348445475,0.0947476402,0.0915933102,0.0450752564,0.0164617151,0.1615125686,0.0980371460,0.0275391694,0.0279814322,0.0711868033,0.0700726137,0.0238042139,0.0282451157,0.0000000000,0.0000000000,0.2068563551,0.1793363690,0.1795762330,0.0209808070,0.0304517541,0.0360112563,0.0698140562,0.0759093910,0.0000047004,0.0632596985,0.0706861913,0.0490509495,0.0091160331,0.2755261958,0.0025772136,0.0820387155,0.2754267752,0.0231547765
11:15:14:19.774,61,0.1277938485,0.4526958168,0.1423157454,0.0000000000,0.0000000000,0.0239586812,0.0000000000,0.1278457642,0.4544607103,0.0000000000,0.0182586461,0.0000000000,0.0239586793,0.0000000000,0.0127234533,0.0083677247,0.0000000000,0.0542434491,0.0607408136,0.0337034725,0.2351098806,0.0000000000,0.0150442906,0.0197617281,0.0480134077,0.0000000000,0.0000000000,0.0332922786,0.0347254090,0.0948412716,0.0916856155,0.0448955074,0.0163738485,0.1622258425,0.0984453857,0.0274703987,0.0279045068,0.0706771836,0.0695835799,0.0237665214,0.0282220822,0.0000000000,0.0000000000,0.2103496045,0.1786570400,0.1788911521,0.0208857395,0.0303923562,0.0359781235,0.0696732625,0.0758330598,0.0000037204,0.0642814934,0.0702907294,0.0487658009,0.0107265096,0.2776306868,0.0030568889,0.0836249068,0.2775315642,0.0237911269
