Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
21:40:36:26.562,61,0.2055202872,0.5668547153,0.1202217937,0.0000000000,0.0000000000,0.0244564340,0.0000000000,0.2047145069,0.5681948066,0.0079889763,0.0000000000,0.0000000000,0.0244556740,0.0000000000,0.0199353378,0.0119170435,0.0000000000,0.0849374011,0.0551863536,0.0683312193,0.1220806092,0.0007840907,0.0000000000,0.1578708142,0.1743769795,0.0000000000,0.0000000000,0.0631465316,0.0687623844,0.1681694388,0.1578284949,0.0421281718,0.0193637665,0.1088975742,0.0818359479,0.0229321271,0.0214368217,0.2425544411,0.2343291193,0.0661425889,0.0732828528,0.2435562760,0.2425801009,0.2131012529,0.0000000000,0.0000000000,0.0168926381,0.0401748493,0.0473310091,0.1313350052,0.1373239160,0.0000000225,-0.0050317207,0.1432946324,0.1246011853,-0.0045891642,0.3470943272,-0.0016600726,0.0690731183,0.3471344411,0.0249645319
21:40:36:27.563,61,0.2054181248,0.5684599876,0.1197926998,0.0000000000,0.0000000000,0.0240773782,0.0000000000,0.2045973390,0.5697923303,0.0084171072,0.0000000000,0.0000000000,0.0240766685,0.0000000000,0.0198173467,0.0120360395,0.0000000000,0.0836633220,0.0545509048,0.0662096962,0.1204551235,0.0013762836,0.0000000000,0.1588191986,0.1746794134,0.0000000000,0.0000000000,0.0628706813,0.0684301034,0.1680557877,0.1577241123,0.0418546945,0.0192655195,0.1087224782,0.0815991014,0.0227671601,0.0212868787,0.2260425389,0.2218282223,0.0657994375,0.0728983283,0.2401463985,0.2391363829,0.2140243649,0.0000000000,0.0000000000,0.0167032182,0.0397499278,0.0468923077,0.1306436211,0.1365884691,0.0000000265,-0.0008861601,0.1454388946,0.1249630377,-0.0048333877,0.3480705917,-0.0017537550,0.0688022375,0.3481109738,0.0249427184
21:40:36:28.564,61,0.2063135356,0.5703192949,0.1175316274,0.0000000000,0.0000000000,0.0237465706,0.0000000000,0.2054949254,0.5715984106,0.0106335450,0.0000000000,0.0000000000,0.0237458963,0.0000000000,0.0197185408,0.0121935206,0.0000000000,0.0825481862,0.0539531782,0.0642739162,0.1191803962,0.0016216980,0.0000000000,0.1589969397,0.1748667359,0.0000000000,0.0000000000,0.0625434890,0.0680878386,0.1677030176,0.1575469822,0.0416801982,0.0191924591,0.1086996123,0.0814243853,0.0226267539,0.0211612098,0.2177951634,0.2146536112,0.0652433187,0.0723254830,0.2431019843,0.2421958596,0.2143304646,0.0000000000,0.0000000000,0.0165236033,0.0393474288,0.0464703552,0.1299527138,0.1358436346,0.0000000227,0.0005207974,0.1478306502,0.1258099824,-0.0061036916,0.3491763771,-0.0022223089,0.0674760118,0.3492167592,0.0245472249
21:40:36:29.564,61,0.2067396939,0.5728892684,0.1149752587,0.0000000000,0.0000000000,0.0233510230,0.0000000000,0.2059191167,0.5741088390,0.0130516980,0.0000000000,0.0000000000,0.0233503878,0.0000000000,0.0195170604,0.0124460934,0.0000000000,0.0786776841,0.0532896034,0.0602883510,0.1177467182,0.0018498062,0.0000000000,0.1588670462,0.1749301553,0.0000000000,0.0000000000,0.0620078407,0.0675148889,0.1642413586,0.1557565480,0.0414113142,0.0190791804,0.1087256148,0.0812560394,0.0224969815,0.0210454054,0.1989809722,0.1951764077,0.0641162023,0.0709874332,0.2433658391,0.2424825430,0.2128358036,0.0000000000,0.0000000000,0.0163290035,0.0388528481,0.0459256172,0.1292207390,0.1348515898,0.0000000255,-0.0002105944,0.1495132595,0.1274847835,-0.0074875234,0.3507133722,-0.0027391822,0.0659708902,0.3507539928,0.0241154600
21:40:36:30.565,61,0.2064407319,0.5748712420,0.1115411296,0.0000000000,0.0000000000,0.0228459835,0.0000000000,0.2056314051,0.5760079026,0.0163000077,0.0000000000,0.0000000000,0.0228453837,0.0000000000,0.0192224123,0.0126181105,0.0000000000,0.0745204613,0.0526261963,0.0572562814,0.1170444712,0.0018802087,0.0000000000,0.1587616205,0.1750846356,0.0000000000,0.0000000000,0.0612927116,0.0665274486,0.1586996615,0.1519872844,0.0410214663,0.0189107899,0.1088902354,0.0811456367,0.0223777760,0.0209392402,0.1866169125,0.1841568947,0.0630400032,0.0697977990,0.2167764753,0.2157718539,0.2120650560,0.0000000000,0.0000000000,0.0161386169,0.0382611901,0.0452560484,0.1286091805,0.1340696812,0.0000000213,-0.0022330461,0.1526123285,0.1291882545,-0.0093470393,0.3518792987,-0.0034317921,0.0639724433,0.3519198596,0.0234707184
21:40:36:31.565,61,0.2066830844,0.5776306987,0.1068372279,0.0000000000,0.0000000000,0.0223731659,0.0000000000,0.2058783770,0.5786539912,0.0206865408,0.0000000000,0.0000000000,0.0223725960,0.0000000000,0.0189272985,0.0127806030,0.0000000000,0.0720323101,0.0520856865,0.0557599887,0.1167926863,0.0018333325,0.0000000000,0.1585678458,0.1750891954,0.0000000000,0.0000000000,0.0606323481,0.0657781661,0.1565698534,0.1504779756,0.0407581441,0.0187381189,0.1113272160,0.0814320594,0.0223956872,0.0209595170,0.1808862388,0.1790055186,0.0622903928,0.0690061375,0.2096652836,0.2086306810,0.2122495919,0.0000000000,0.0000000000,0.0160248149,0.0377516672,0.0446680486,0.1285747737,0.1338895410,0.0000000263,-0.0053316024,0.1579050422,0.1316542625,-0.0118553750,0.3535055518,-0.0043745772,0.0612370931,0.3535461724,0.0225817375
21:40:36:32.567,61,0.2070950717,0.5800561905,0.1021409705,0.0000000000,0.0000000000,0.0218946561,0.0000000000,0.2062874287,0.5809653997,0.0250641871,0.0000000000,0.0000000000,0.0218941066,0.0000000000,0.0185833164,0.0129414229,0.0000000000,0.0687190592,0.0516276173,0.0539440848,0.1165518910,0.0016822942,0.0000000000,0.1583829075,0.1750596017,0.0000000000,0.0000000000,0.0595961064,0.0646008998,0.1542137116,0.1490252763,0.0404807441,0.0185752679,0.1123987064,0.0815920904,0.0224141981,0.0209775642,0.1721948683,0.1702487916,0.0607896596,0.0672809631,0.1961963922,0.1951312125,0.2119890004,0.0000000000,0.0000000000,0.0159155373,0.0372153670,0.0440228842,0.1285690367,0.1337169707,0.0000000331,-0.0079897298,0.1615934521,0.1335739493,-0.0143566662,0.3549297452,-0.0053207097,0.0585136712,0.3549704552,0.0216735862
21:40:36:33.567,61,0.2036783397,0.5782618523,0.1010689065,0.0000000000,0.0000000000,0.0213352889,0.0000000000,0.2029106766,0.5791426301,0.0259720329,0.0000000000,0.0000000000,0.0213347655,0.0000000000,0.0181567594,0.0132501870,0.0000000000,0.0602856129,0.0512598604,0.0467157103,0.1160761043,0.0013288613,0.0000000000,0.1582252681,0.1752567142,0.0000000000,0.0000000000,0.0573652200,0.0621621795,0.1455597281,0.1416165978,0.0402300097,0.0184607618,0.1129392460,0.0813739672,0.0224192943,0.0209943093,0.1450774819,0.1432058364,0.0526654720,0.0581885874,0.1679780483,0.1669107676,0.2050898969,0.0000000000,0.0000000000,0.0158064961,0.0365514830,0.0429194532,0.1282488257,0.1332067251,0.0000000501,-0.0099500604,0.1648226827,0.1349705160,-0.0148828020,0.3538190126,-0.0054968894,0.0579230785,0.3538595438,0.0213820580
21:40:36:34.568,61,0.2020142078,0.5787521601,0.0992229506,0.0000000000,0.0000000000,0.0207559671,0.0000000000,0.2012635171,0.5795881152,0.0276069697,0.0000000000,0.0000000000,0.0207554754,0.0000000000,0.0177043770,0.0136358961,0.0000000000,0.0551492274,0.0508616753,0.0404007286,0.1157020926,0.0007618943,0.0000000000,0.1577648818,0.1752647609,0.0000000000,0.0000000000,0.0549444482,0.0595629998,0.1346387416,0.1320200264,0.0401634686,0.0184068494,0.1133630201,0.0809439123,0.0225331914,0.0211138856,0.1276328266,0.1258914918,0.0447249934,0.0494465232,0.1595886946,0.1585235000,0.1905069649,0.0000000000,0.0000000000,0.0157746673,0.0358448252,0.0417555533,0.1277027726,0.1323212087,0.0000001058,-0.0124163162,0.1681225598,0.1367233694,-0.0158180706,0.3540965319,-0.0058472799,0.0568590201,0.3541370630,0.0210077260
21:40:36:35.568,61,0.2009936273,0.5801460743,0.0975930840,0.0000000000,0.0000000000,0.0201979522,0.0000000000,0.2002432793,0.5809442997,0.0289659612,0.0000000000,0.0000000000,0.0201974958,0.0000000000,0.0172037128,0.0141655747,0.0000000000,0.0502741002,0.0502826683,0.0339776240,0.1149718314,0.0001939642,0.0000000000,0.1501908004,0.1719099134,0.0000000000,0.0000000000,0.0516828708,0.0559112504,0.1189391986,0.1164342314,0.0402971171,0.0183581188,0.1140040606,0.0804921165,0.0229458380,0.0215242878,0.1048786268,0.1020341143,0.0378391370,0.0417204499,0.1894218475,0.1885025799,0.1707643569,0.0000000000,0.0000000000,0.0158306863,0.0349907354,0.0403224230,0.1252546161,0.1295063049,0.0000001926,-0.0148394881,0.1703446805,0.1371476501,-0.0165916383,0.3549296856,-0.0061489190,0.0559075624,0.3549701571,0.0207095686
21:40:36:36.569,61,0.1990244389,0.5797066689,0.0946265161,0.0000000000,0.0000000000,0.0196940359,0.0000000000,0.1982800215,0.5804311633,0.0317081921,0.0000000000,0.0000000000,0.0196936149,0.0000000000,0.0166987665,0.0150474701,0.0000000000,0.0467912965,0.0492805354,0.0281278118,0.1091886759,0.0000000000,0.0003763631,0.1389865577,0.1656419784,0.0000000000,0.0000000000,0.0487638935,0.0527220406,0.1066610888,0.1046465263,0.0406068563,0.0184022319,0.1141546592,0.0787204802,0.0235671848,0.0221493263,0.0927297398,0.0897446424,0.0315523855,0.0345367081,0.2180137038,0.2174838334,0.1483142823,0.0000000000,0.0000000000,0.0158749186,0.0341066904,0.0389598384,0.1176304221,0.1212249175,0.0000003920,-0.0168663394,0.1731997877,0.1376952678,-0.0181644671,0.3546262681,-0.0067254701,0.0542137325,0.3546666503,0.0200642329
21:40:36:37.570,61,0.1951427609,0.5792715549,0.0930481330,0.0000000000,0.0000000000,0.0192148034,0.0000000000,0.1945799440,0.5799556375,0.0333175994,0.0000000000,0.0000000000,0.0192144159,0.0000000000,0.0161945000,0.0157638676,0.0000000000,0.0443183593,0.0478741825,0.0242150724,0.1055692509,0.0000000000,0.0010397218,0.1350932270,0.1634000391,0.0000000000,0.0000000000,0.0465450883,0.0503529608,0.0967654809,0.0955685675,0.0408720300,0.0185087584,0.1137130484,0.0750033706,0.0241185073,0.0227149054,0.0845317170,0.0817278326,0.0272500515,0.0297169760,0.2270500213,0.2266331017,0.1334917545,0.0000000000,0.0000000000,0.0159083493,0.0331017300,0.0375921205,0.1083952859,0.1110688746,0.0000004445,-0.0190450884,0.1747744977,0.1379177719,-0.0190884750,0.3543421626,-0.0070613711,0.0533148050,0.3543825448,0.0197147392
21:40:36:38.571,61,0.1912946999,0.5798295140,0.0926195160,0.0000000000,0.0000000000,0.0187165197,0.0000000000,0.1908466518,0.5805030465,0.0338085033,0.0000000000,0.0000000000,0.0187161639,0.0000000000,0.0157299284,0.0163169559,0.0000000000,0.0428885333,0.0470069647,0.0221610256,0.1031165048,0.0000000000,0.0018635315,0.1339208037,0.1634020805,0.0000000000,0.0000000000,0.0452946275,0.0490621254,0.0920038149,0.0915229097,0.0411574505,0.0187190883,0.1095595658,0.0695850402,0.0244930945,0.0231036656,0.0809220821,0.0781452060,0.0248044096,0.0270735584,0.2312120646,0.2308483720,0.1265950203,0.0000000000,0.0000000000,0.0159108136,0.0322822258,0.0366246738,0.1043099612,0.1066777259,0.0000004442,-0.0205111243,0.1750689447,0.1382264495,-0.0193673279,0.3546786308,-0.0071719182,0.0530625507,0.3547189832,0.0196418539
21:40:36:39.571,61,0.1899600029,0.5819025040,0.0921152905,0.0000000000,0.0000000000,0.0182220172,0.0000000000,0.1895458549,0.5825650692,0.0343230255,0.0000000000,0.0000000000,0.0182216875,0.0000000000,0.0152980722,0.0168332569,0.0000000000,0.0419511832,0.0463950485,0.0209027845,0.1018019021,0.0000000000,0.0026294047,0.1334540695,0.1634754092,0.0000000000,0.0000000000,0.0444198065,0.0481878333,0.0895835981,0.0893354118,0.0414263755,0.0189291313,0.1076068431,0.0669442862,0.0248111263,0.0234305579,0.0794220418,0.0766595975,0.0233623199,0.0255490094,0.2338690013,0.2335256934,0.1237937212,0.0000000000,0.0000000000,0.0158990864,0.0315785892,0.0358458087,0.1022910699,0.1045429409,0.0000004328,-0.0219920631,0.1757981479,0.1399744749,-0.0196528807,0.3559405506,-0.0073058563,0.0527489446,0.3559811413,0.0196015872
21:40:36:40.572,61,0.1903209090,0.5851621032,0.0908499211,0.0000000000,0.0000000000,0.0177705176,0.0000000000,0.1898112893,0.5857958198,0.0355815105,0.0000000000,0.0000000000,0.0177702103,0.0000000000,0.0149331251,0.0172605142,0.0000000000,0.0413697027,0.0460213013,0.0201628897,0.1011104733,0.0000000000,0.0033725146,0.1332820505,0.1635308862,0.0000000000,0.0000000000,0.0438578501,0.0476567894,0.0885031968,0.0883626044,0.0418973230,0.0191513225,0.1066984385,0.0655462816,0.0252334811,0.0238480829,0.0810860097,0.0783926621,0.0224872697,0.0246651173,0.2384912372,0.2380613983,0.1325934678,0.0000000000,0.0000000000,0.0159129370,0.0310601592,0.0352973863,0.1015365571,0.1037687436,0.0000005839,-0.0232996829,0.1772384495,0.1414407492,-0.0203584712,0.3579198420,-0.0076140016,0.0519858375,0.3579604924,0.0194354616
21:40:36:41.573,61,0.1959883869,0.5870117545,0.0893773511,0.0000000000,0.0000000000,0.0174075291,0.0000000000,0.1953432411,0.5876100063,0.0369960144,0.0000000000,0.0000000000,0.0174072403,0.0000000000,0.0147094261,0.0177032091,0.0000000000,0.0412962250,0.0460839272,0.0198926870,0.1011851430,0.0000000000,0.0040539377,0.1333065927,0.1635923833,0.0000000000,0.0000000000,0.0436124504,0.0474847667,0.0889227092,0.0886460915,0.0434152111,0.0195344258,0.1063731536,0.0647081882,0.0257598236,0.0243640412,0.0924713835,0.0889664069,0.0219782405,0.0241857935,0.2416479439,0.2411723584,0.1495307386,0.0000000000,0.0000000000,0.0160264336,0.0307589006,0.0350032523,0.1041364372,0.1069361866,0.0000012965,-0.0241765380,0.1792547256,0.1421678215,-0.0211589988,0.3590345383,-0.0079402346,0.0511216782,0.3590754271,0.0191776920
21:40:36:42.573,61,0.2039086819,0.5892705917,0.0888380259,0.0000000000,0.0000000000,0.0171151776,0.0000000000,0.2032546103,0.5898571610,0.0375172347,0.0000000000,0.0000000000,0.0171149094,0.0000000000,0.0145780873,0.0182516593,0.0000000000,0.0414865129,0.0463670753,0.0198772289,0.1023100242,0.0000000000,0.0045704339,0.1332052797,0.1634276509,0.0000000000,0.0000000000,0.0435129702,0.0474668816,0.0900396705,0.0893279761,0.0454800501,0.0199785363,0.1064182371,0.0642105862,0.0263029784,0.0249004457,0.0972794518,0.0933302939,0.0216671936,0.0239170734,0.2506833971,0.2501637042,0.1568183452,0.0000000000,0.0000000000,0.0162045397,0.0305794068,0.0348574668,0.1075216904,0.1106230393,0.0000014966,-0.0252215676,0.1829693466,0.1420018077,-0.0214460213,0.3604099154,-0.0080815870,0.0507868826,0.3604509234,0.0191319156
21:40:36:43.573,61,0.2515051365,0.6013752222,0.0877435058,0.0000000000,0.0000000000,0.0168463457,0.0000000000,0.2508556247,0.6019420028,0.0387491807,0.0000000000,0.0000000000,0.0168460943,0.0000000000,0.0146462088,0.0188962333,0.0000000000,0.0422096811,0.0474325046,0.0202436764,0.1061602309,0.0000000000,0.0048528700,0.1332770586,0.1634212732,0.0000000000,0.0000000000,0.0437796898,0.0478594638,0.0966907889,0.0941715240,0.0535354987,0.0205591116,0.1080977470,0.0641228706,0.0268789008,0.0254681986,0.1130528748,0.1078109741,0.0216636192,0.0239879582,0.2525823414,0.2520443201,0.1804408282,0.0000000000,0.0000000000,0.0164259300,0.0306035858,0.0349619761,0.1175924838,0.1216236204,0.0000019783,-0.0255195703,0.1849322915,0.1413472146,-0.0220879968,0.3677994609,-0.0085103521,0.0500201583,0.3678411245,0.0192664303
21:40:36:44.574,61,0.2824397087,0.6164790392,0.0864298418,0.0000000000,0.0000000000,0.0166816916,0.0000000000,0.2813562453,0.6170207262,0.0402410626,0.0000000000,0.0000000000,0.0166814588,0.0000000000,0.0149807222,0.0201054607,0.0000000000,0.0477547608,0.0531925932,0.0247103292,0.1136291027,0.0000000000,0.0047283946,0.1363871098,0.1645928472,0.0000000000,0.0000000000,0.0454300791,0.0507506505,0.1147769988,0.1082414463,0.0627194494,0.0218997411,0.1120753065,0.0643284023,0.0274764635,0.0260497332,0.1591826081,0.1483872980,0.0220440365,0.0244695172,0.2540393472,0.2534897923,0.2146945894,0.0000000000,0.0000000000,0.0167246927,0.0309470836,0.0354392305,0.1463823020,0.1524050534,0.0000017352,-0.0253765434,0.1850579977,0.1415337324,-0.0228560064,0.3770199418,-0.0090490608,0.0490941778,0.3770626783,0.0194315743
